id,sku,name,status,shopmill_sku,source_url,range,accuracy,resolution,notes
3763,2383-08,ساعت شیطونکی اینسایز (Insize) کورس 0.8 میلی متر پایه بلند مدل 08-2383,matched,2383-08,https://shopmilltools.com/product/sm-22045/insize-long-stylus-dial-test-indicators-model-2383-08a/,0.8 - 0mm,0.013mm,,via:exact
3762,2366-30,ضخامت سنج ورق ساعتی اینسایز (Insize) 30-0 میلی متر مدل 30-2366,matched,2366-30,https://shopmilltools.com/product/sm-22033/insize-thickness-gage-model-2366-30/,0-30mm,±0.035mm,,via:exact
3760,2321-75,پرگار داخل سنج ساعتی اینسایز (Insize) 75 میلی متر مدل 75-2321,matched,2321-75,https://shopmilltools.com/product/sm-22005/insize-internal-dial-caliper-gauge-model-2321-75/,75 - 55mm,±0.04mm,0.01mm,via:exact
3758,2321-55,پرگار داخل سنج ساعتی اینسایز (Insize) 55 میلی متر مدل 55-2321,matched,2321-55,https://shopmilltools.com/product/sm-21997/insize-internal-dial-caliper-gauge-model-2321-55/,55 - 35mm,±0.04mm,,via:exact
3757,2321-35,پرگار داخل سنج ساعتی اینسایز (Insize) 35 میلی متر مدل 35-2321,matched,2321-35,https://shopmilltools.com/product/sm-21987/insize-internal-dial-caliper-gauge-model-2321-35/,35 - 15mm,±0.04mm,,via:exact
3756,2309-100D,ساعت اندیکاتور اینسایز (Insize) مدل 100D-2309,matched,2309-100D,https://shopmilltools.com/product/sm-21934/insize-dial-indicators-model-2309-100d/,0-100mm,±0.05mm,,via:exact
3754,2222-25,پرگار ساعتی داخل سنج اینسایز (Insize) کد 25-2222,matched,2222-25,https://shopmilltools.com/product/sm-21823/2222-25-insize-internal-dial-caliper-gages-model/,5-25mm,±0.03mm,,via:exact
3753,2151-AL75,پرگار داخل سنج اینسایز (Insize) دیجیتال 75 میلی متر مدل 2151-AL75,matched,2151-AL75,https://shopmilltools.com/product/sm-21803/insize-digital-internal-caliper-gauge-model-2151-al75/,55-75mm,±0.04mm,0.01mm,via:exact
3751,2151-AL55,پرگار داخل سنج اینسایز (Insize) دیجیتال 55 میلی متر مدل 2151-AL55,matched,2151-AL55,https://shopmilltools.com/product/sm-21795/insize-digital-internal-caliper-gauge-model-2151-al55/,35-55mm,0.04mm,0.01mm,via:exact
3750,2151-AL35,پرگار داخل سنج اینسایز (Insize) دیجیتال 35 میلی متر مدل 2151-AL35,matched,2151-AL35,https://shopmilltools.com/product/sm-21788/insize-digital-internal-caliper-gauge-model-2151-al35/,15-35mm,0.04mm,0.01mm,via:exact
3748,2151-95,پرگار داخل سنج اینسایز (Insize) دیجیتال 95 میلی متر مدل 95-2151,matched,2151-95,https://shopmilltools.com/product/sm-21781/insize-digital-internal-caliper-gauge-model-2151-95/,75-95mm,0.04mm,0.01mm,via:exact
3747,2151-75,پرگار داخل سنج اینسایز (Insize) دیجیتال 75 میلی متر مدل 75-2151,matched,2151-75,https://shopmilltools.com/product/sm-21774/insize-digital-internal-caliper-gauge-model-2151-75/,55-75mm,0.04mm,0.01mm,via:exact
3745,2132-20,پرگار خارج سنج اینسایز(Insize) دیجیتال 20 میلی متر مدل 20-2132,matched,2132-20,https://shopmilltools.com/product/sm-21728/insize-digital-external-caliper-gauge-model-2132-20/,0-20mm,0.04mm,0.01mm,via:exact
3744,1244-30,عمق سنج ورنیه اینسایز (Insize) 30 میلی متر مدل 30-1244,matched,1244-30,https://shopmilltools.com/product/sm-21495/insize-vernier-depth-gagemodel-1244-30/,0-30mm,±0.1mm,,via:exact
3743,1181-M50A,کولیس چرخ دنده دیجیتال اینسایز(Insize) M5-50 مدل 1181-M50A,matched,1181-M50A,https://shopmilltools.com/product/sm-21479/insize-digital-gear-tooth-caliper-model-1181-m50a/,M5 - M50,±0.04mm,0.01mm,via:exact
3741,0213-500A,ترمومتر دیجیتال اینسایز(Insize) لیزری 380 درجه مدل 500A-0213,matched,0213-500A,https://shopmilltools.com/product/sm-21430/insize-digital-infrared-thermometer-model-0213-500a/,380~20- درجه سانتی گراد,±2.5°C,0.1°C,via:exact
3740,4120-6,گیج رینگی برو 1 – 6 میلی متری اینسایز (Insize) مدل 6-4120,matched,4120-6,https://shopmilltools.com/product/sm-11243/%DA%AF%DB%8C%D8%AC-%D8%B1%DB%8C%D9%86%DA%AF%DB%8C-%D8%A8%D8%B1%D9%88-1-6-%D9%85%DB%8C%D9%84%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF/,1-6mm,,,via:exact
3739,4120-5N,گیج رینگی نرو 0.8 – 5 میلی متری اینسایز (Insize) مدل 5N-4120,matched,4120-5N,https://shopmilltools.com/product/sm-11241/%DA%AF%DB%8C%D8%AC-%D8%B1%DB%8C%D9%86%DA%AF%DB%8C-%D9%86%D8%B1%D9%88-0-8-5-%D9%85%DB%8C%D9%84%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF/,0.8 - 5mm,,,via:exact
3737,4120-5,گیج رینگی برو 0.8 – 5 میلی متری اینسایز (Insize) مدل 5-4120,matched,4120-5,https://shopmilltools.com/product/sm-11226/%DA%AF%DB%8C%D8%AC-%D8%B1%DB%8C%D9%86%DA%AF%DB%8C-%D8%A8%D8%B1%D9%88-0-8-5-%D9%85%DB%8C%D9%84%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF/,0.8 - 5mm,,,via:exact
3735,4120-4N,گیج رینگی نرو 0.7 – 4 میلی متری اینسایز (Insize) مدل 4N-4120,matched,4120-4N,https://shopmilltools.com/product/sm-11222/%DA%AF%DB%8C%D8%AC-%D8%B1%DB%8C%D9%86%DA%AF%DB%8C-%D9%86%D8%B1%D9%88-0-7-4-%D9%85%DB%8C%D9%84%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF/,0.7-4mm,,,via:exact
3733,4120-4,گیج رینگی برو 0.7 – 4 میلی متری اینسایز (Insize) مدل 4-4120,matched,4120-4,https://shopmilltools.com/product/sm-11218/%DA%AF%DB%8C%D8%AC-%D8%B1%DB%8C%D9%86%DA%AF%DB%8C-%D8%A8%D8%B1%D9%88-0-7-4-%D9%85%DB%8C%D9%84%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-4/,0.7-4mm,,,via:exact
3732,6284-82,پراب ساعت شیطانکی بلند اینسایز (Insize) مدل 82-6284,matched,6284-82,https://shopmilltools.com/product/sm-11213/probe-insize-82-6284/,,,,via:exact
3731,ISH-TDV-1000,سختی سنج میکرو ویکرز اینسایز (Insize) مدل ISH-TDV-1000,matched,ISH-TDV-1000,https://shopmilltools.com/product/sm-11206/%D8%B3%D8%AE%D8%AA%DB%8C-%D8%B3%D9%86%D8%AC-%D9%85%DB%8C%DA%A9%D8%B1%D9%88-%D9%88%DB%8C%DA%A9%D8%B1%D8%B2-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-ish-tdv-1000/,,,,via:exact
3729,ISH-DR150,سختی سنج پایه دار دیجیتال اینسایز (Insize) مدل ISH-DR150,matched,ISH-DR150,https://shopmilltools.com/product/sm-11203/%D8%B3%D8%AE%D8%AA%DB%8C-%D8%B3%D9%86%D8%AC-%D9%BE%D8%A7%DB%8C%D9%87-%D8%AF%D8%A7%D8%B1-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF/,,,0.1HR,via:exact
3728,6140,پایه عمق سنج کولیس اینسایز (insize) مدل 6140,matched,6140,https://shopmilltools.com/product/sm-11198/depth-caliper-insize-6140/,,,,via:exact
3727,ISGF-0501,چراغ قوه اینسایز (Insize) مدل ISGF-0501,matched,ISGF-0501,https://shopmilltools.com/product/sm-11193/%DA%86%D8%B1%D8%A7%D8%BA-%D9%82%D9%88%D9%87-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-isgf-0501/,,,,via:exact
3725,ISGF-0901,پیج گوشتی ساعتی اینسایز (Insize) مدل ISGF-0901,matched,ISGF-0901,https://shopmilltools.com/product/sm-11190/%D9%BE%DB%8C%D8%AC-%DA%AF%D9%88%D8%B4%D8%AA%DB%8C-%D8%B3%D8%A7%D8%B9%D8%AA%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-isgf-0901/,,,,via:exact
3724,ISR-C300,زبری سنج دیجیتال اینسایز (Insize) مدل ISR-C300,matched,ISR-C300,https://shopmilltools.com/product/sm-11185/%D8%B2%D8%A8%D8%B1%DB%8C-%D8%B3%D9%86%D8%AC-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-isr-c300/,x : 17.5 mm، y : 320 میکرون,±10%,0.001mm,via:exact
3723,1KGM1-8910,ست وزنه 25 عددی 1 میلی گرم تا 1 کیلو گرم اینسایز (Insize) مدل 1KGM1-8910,matched,1KGM1-8910,https://shopmilltools.com/product/sm-11181/%D8%B3%D8%AA-%D9%88%D8%B2%D9%86%D9%87-25-%D8%B9%D8%AF%D8%AF%DB%8C-1-%D9%85%DB%8C%D9%84%DB%8C-%DA%AF%D8%B1%D9%85-%D8%AA%D8%A7-1-%DA%A9%DB%8C%D9%84%D9%88-%DA%AF%D8%B1%D9%85-%D8%A7%DB%8C%D9%86%D8%B3/,,,,via:exact
3721,8003-3,ترازو دیجیتال 2 گرم تا 3 کیلو گرم اینسایز (Insize) مدل 3-8003,matched,8003-3,https://shopmilltools.com/product/sm-11129/insize-2g-to-3kg-digital-scale-model-3-8003/,2g - 3kg,5±g,0.1g,via:exact
3720,9341-50,رطوبت سنج چوب اینسایز (Insize) مدل 50-9341,matched,9341-50,https://shopmilltools.com/product/sm-11113/%D8%B1%D8%B7%D9%88%D8%A8%D8%AA-%D8%B3%D9%86%D8%AC-%DA%86%D9%88%D8%A8-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-50-9341/,,,دما : °0.1، رطوبت نسبی : 0.1%RH، رطوبت: 0.1%,via:exact
3718,6566-3,تاچ پراب یا مرکز یاب نوری/ بوقی الکترونیکی اینسایز (Insize) مدل 3-6566,matched,6566-3,https://shopmilltools.com/product/sm-11106/%D8%AA%D8%A7%DA%86-%D9%BE%D8%B1%D8%A7%D8%A8-%DB%8C%D8%A7-%D9%85%D8%B1%DA%A9%D8%B2-%DB%8C%D8%A7%D8%A8-%D9%86%D9%88%D8%B1%DB%8C-%D8%A8%D9%88%D9%82%DB%8C-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C/,,0.005mm,,via:exact
3717,6354-25W,هد میکرومتر دیجیتال اینسایز (Insize) 25-0 میلی متر مدل 25W-6354,matched,6354-25W,https://shopmilltools.com/product/sm-11092/%D9%87%D8%AF-%D9%85%DB%8C%DA%A9%D8%B1%D9%88%D9%85%D8%AA%D8%B1-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-25-0-%D9%85%DB%8C%D9%84%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C/,0-25mm,0.002mm,0.001mm,via:exact
3715,ISL-DR2,"نمایشگر خط کش دیجیتال 2 محور (X,Y) اینسایز (Insize) مدل ISL-DR2",matched,ISL-DR2,https://shopmilltools.com/product/sm-11089/%D9%86%D9%85%D8%A7%DB%8C%D8%B4%DA%AF%D8%B1-%D8%AE%D8%B7-%DA%A9%D8%B4-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-2-%D9%85%D8%AD%D9%88%D8%B1-xy-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize/,,0.05/0.1/0.2/0.5/1/2/5/10/20/50 میکرون,,via:exact
3713,ISL-DR3,"نمایشگر خط کش دیجیتال 3 محور (X,Y,Z) اینسایز (Insize) مدل ISL-DR3",matched,ISL-DR3,https://shopmilltools.com/product/sm-11085/%D9%86%D9%85%D8%A7%DB%8C%D8%B4%DA%AF%D8%B1-%D8%AE%D8%B7-%DA%A9%D8%B4-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-3-%D9%85%D8%AD%D9%88%D8%B1-xyz-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize/,,0.05/0.1/0.2/0.5/1/2/5/10/20/50 میکرون,,via:exact
3712,ISL-B5-1000,خط کش دیجیتال 1 متری اینسایز (Insize) مدل ISL-B5-1000,matched,ISL-B5-1000,https://shopmilltools.com/product/sm-11081/%D8%AE%D8%B7-%DA%A9%D8%B4-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-1-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-isl-b5-1000/,0-1000mm,0.005mm,,via:exact
3711,ISL-A1-600,خط کش دیجیتال 60 سانتی متری اینسایز (Insize) مدل ISL-A1-600,matched,ISL-A1-600,https://shopmilltools.com/product/sm-11079/%D8%AE%D8%B7-%DA%A9%D8%B4-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-60-%D8%B3%D8%A7%D9%86%D8%AA%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-i/,0-600mm,0.005mm,,via:exact
3709,ISL-A1-800,خط کش دیجیتال 80 سانتی متری اینسایز (Insize) مدل ISL-A1-800,matched,ISL-A1-800,https://shopmilltools.com/product/sm-11077/%D8%AE%D8%B7-%DA%A9%D8%B4-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-80-%D8%B3%D8%A7%D9%86%D8%AA%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-i/,0-800mm,0.005mm,,via:exact
3708,ISL-A1-1000,خط کش دیجیتال 1 متری اینسایز (Insize) مدل ISL-A1-1000,matched,ISL-A1-1000,https://shopmilltools.com/product/sm-11072/%D8%AE%D8%B7-%DA%A9%D8%B4-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-1-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-isl-a1-1000/,0-1000mm,0.005mm,,via:exact
3707,7523-3D5,عینک ذره بینی اینسایز (Insize) مدل 7523-3D5,matched,7523-3D5,https://shopmilltools.com/product/sm-11062/insize-magnifier-glasses-model-7523-3d5/,,,,via:exact
3706,ISM-PM200SB,میکروسکوپ دیجیتال اینسایز (Insize) مدل ISM-PM200SB,matched,ISM-PM200SB,https://shopmilltools.com/product/sm-11060/%D9%85%DB%8C%DA%A9%D8%B1%D9%88%D8%B3%DA%A9%D9%88%D9%BE-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-ism-pm200sb/,,0.1 pixel,,via:exact
3705,ISM-PM200SA,میکروسکوپ دیجیتال اینسایز (Insize) مدل ISM-PM200SA,matched,ISM-PM200SA,https://shopmilltools.com/product/sm-11048/%D9%85%DB%8C%DA%A9%D8%B1%D9%88%D8%B3%DA%A9%D9%88%D9%BE-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-ism-pm200sa/,,0.1 pixel,,via:exact
3704,ISF-F200,نیرو سنج عقربه ای 200 نیوتن اینسایز (Insize) مدل ISF-F200,matched,ISF-F200,https://shopmilltools.com/product/sm-11045/%D9%86%DB%8C%D8%B1%D9%88-%D8%B3%D9%86%D8%AC-%D8%B9%D9%82%D8%B1%D8%A8%D9%87-%D8%A7%DB%8C-200-%D9%86%DB%8C%D9%88%D8%AA%D9%86-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-isf-f2/,0-200N,±1%,,via:exact
3702,HDT-LP200B,سختی سنج فلزات اینسایز (Insize) مدل HDT-LP200B,matched,HDT-LP200B,https://shopmilltools.com/product/sm-11038/%D8%B3%D8%AE%D8%AA%DB%8C-%D8%B3%D9%86%D8%AC-%D9%81%D9%84%D8%B2%D8%A7%D8%AA-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-hdt-lp200b/,HB 20-655/ HV 80-940/ HSD 32-99.5/ rm 255-2639N,,1HLD/1HV/1HB/0.1HRC/0.1HRB/0.1HSD,via:exact
3700,ISF-F500,نیرو سنج عقربه ای 500 نیوتن اینسایز (Insize) مدل ISF-F500,matched,ISF-F500,https://shopmilltools.com/product/sm-11032/insize-500n-analog-force-gauge-model-isf-f500/,50-500N,,,via:exact
3698,ISF-F300,نیرو سنج عقربه ای 300 نیوتن اینسایز (Insize) مدل ISF-F300,matched,ISF-F300,https://shopmilltools.com/product/sm-11027/%D9%86%DB%8C%D8%B1%D9%88-%D8%B3%D9%86%D8%AC-%D8%B9%D9%82%D8%B1%D8%A8%D9%87-%D8%A7%DB%8C-300-%D9%86%DB%8C%D9%88%D8%AA%D9%86-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-isf-f3/,0-300N,±1%,,via:exact
3697,ISH-SDM,سختی سنج پلاستیک D اینسایز (Insize) مدل ISH-SDM,matched,ISH-SDM,https://shopmilltools.com/product/sm-11022/%D8%B3%D8%AE%D8%AA%DB%8C-%D8%B3%D9%86%D8%AC-%D9%BE%D9%84%D8%A7%D8%B3%D8%AA%DB%8C%DA%A9-d-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-ish-sdm/,20-90HD,,,via:exact
3695,ISH-SAM,سختی سنج لاستیک A اینسایز (Insize) مدل ISH-SAM,matched,ISH-SAM,https://shopmilltools.com/product/sm-11008/%D8%B3%D8%AE%D8%AA%DB%8C-%D8%B3%D9%86%D8%AC-%D9%84%D8%A7%D8%B3%D8%AA%DB%8C%DA%A9-a-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-ish-sam/,10-90HA,,,via:exact
3694,7240-200,پرگار خارج سنج 20 سانتی اینسایز (Insize) مدل 200-7240,matched,7240-200,https://shopmilltools.com/product/sm-10907/%D9%BE%D8%B1%DA%AF%D8%A7%D8%B1-%D8%AE%D8%A7%D8%B1%D8%AC-%D8%B3%D9%86%D8%AC-20-%D8%B3%D8%A7%D9%86%D8%AA%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-200-7240/,17-200mm,,,via:exact
3692,7111-1000,خط کش تاپ سیلندر 1 متری اینسایز (Insize) مدل 1000-7111,matched,7111-1000,https://shopmilltools.com/product/sm-10884/%D8%AE%D8%B7-%DA%A9%D8%B4-%D8%AA%D8%A7%D9%BE-%D8%B3%DB%8C%D9%84%D9%86%D8%AF%D8%B1-1-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-1000-7111/,0-1000mm,,,via:exact
3691,7110-1000,خط کش فلزی 1 متری اینسایز (Insize) مدل 1000-7110,matched,7110-1000,https://shopmilltools.com/product/sm-10874/insize-1-meter-metal-rule-model-1000-7110/,0-1000mm,±0.45mm,,via:exact
3689,6902-85,میز صفحه صافی 100*500*800 اینسایز (Insize) مدل 85-6902,matched,6902-85,https://shopmilltools.com/product/sm-10864/%D9%85%DB%8C%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%B5%D8%A7%D9%81%DB%8C-100500800-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-85-6902/,,,,via:exact
3688,6900-1106,صفحه صافی گرانیت 140*630*1000 میلی متری اینسایز (insize) مدل 1106-6900,matched,6900-1106,https://shopmilltools.com/product/sm-10857/%D8%B5%D9%81%D8%AD%D9%87-%D8%B5%D8%A7%D9%81%DB%8C-%DA%AF%D8%B1%D8%A7%D9%86%DB%8C%D8%AA-1406301000-%D9%85%DB%8C%D9%84%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-2/,,,,via:exact
3687,6900-0106,صفحه صافی گرانیت 140*630*1000 میلی متری اینسایز (insize) مدل 0106-6900,matched,6900-0106,https://shopmilltools.com/product/sm-10851/%D8%B5%D9%81%D8%AD%D9%87-%D8%B5%D8%A7%D9%81%DB%8C-%DA%AF%D8%B1%D8%A7%D9%86%DB%8C%D8%AA-1406301000-%D9%85%DB%8C%D9%84%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize/,,,,via:exact
3686,6211-10,پایه ساعت کوچک ده کیلویی اینسایز (Insize) مدل 10-6211,matched,6211-10,https://shopmilltools.com/product/sm-10833/%D9%BE%D8%A7%DB%8C%D9%87-%D8%B3%D8%A7%D8%B9%D8%AA-%DA%A9%D9%88%DA%86%DA%A9-%D8%AF%D9%87-%DA%A9%DB%8C%D9%84%D9%88%DB%8C%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-10-6/,,,,via:exact
3685,4824-16,شابلون دنده (رزوه) ذوزنقه 12-1 اینچ اینسایز (Insize) مدل 16-4824,matched,4824-16,https://shopmilltools.com/product/sm-10795/%D8%B4%D8%A7%D8%A8%D9%84%D9%88%D9%86-%D8%AF%D9%86%D8%AF%D9%87-%D8%B1%D8%B2%D9%88%D9%87-%D8%B0%D9%88%D8%B2%D9%86%D9%82%D9%87-12-1-%D8%A7%DB%8C%D9%86%DA%86-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2/,1-12 TPI,±0.07mm,,via:exact
3684,4843-1,شابلون مته 118 درجه اینسایز (Insize) مدل 1-4843,matched,4843-1,https://shopmilltools.com/product/sm-10778/%D8%B4%D8%A7%D8%A8%D9%84%D9%88%D9%86-%D9%85%D8%AA%D9%87-118-%D8%AF%D8%B1%D8%AC%D9%87-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-1-4843/,,خط کش طولی±0.5 میلیمتر، زاویه سنج ±0.5 درجه,,via:exact
3682,4842-1,شابلون مته اینسایز (Insize) کدل 1-4842,matched,4842-1,https://shopmilltools.com/product/sm-10773/%D8%B4%D8%A7%D8%A8%D9%84%D9%88%D9%86-%D9%85%D8%AA%D9%87-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%DA%A9%D8%AF%D9%84-1-4842/,,±0.5mm,,via:exact
3680,4836-1,گیج جوش فلت اینسایز (Insize) مدل 1-4836,matched,4836-1,https://shopmilltools.com/product/sm-10767/%DA%AF%DB%8C%D8%AC-%D8%AC%D9%88%D8%B4-%D9%81%D9%84%D8%AA-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-1-4836/,"3mm، 4mm، 5mm، 6mm، 8mm، 9mm، 10mm، 11mm، 12mm، 14mm، 16mm، 19mm، 22mm, 25mm",±0.5mm,,via:exact
3678,4838-1,گیج جوشکاری اینسایز (Insize) مدل 1-4838,matched,4838-1,https://shopmilltools.com/product/sm-10761/%DA%AF%DB%8C%D8%AC-%D8%AC%D9%88%D8%B4%DA%A9%D8%A7%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-1-4835-2/,,,,via:exact
3676,4833-1,گپ سنج 15-08 میلی متری اینسایز (Insize) مدل 1-4833,matched,4833-1,https://shopmilltools.com/product/sm-10565/%DA%AF%D9%BE-%D8%B3%D9%86%D8%AC-15-08-%D9%85%DB%8C%D9%84%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-1-4833/,0.8-15mm,±0.05,0.1mm,via:exact
3674,4839-1,گیج جوشکاری اینسایز (Insize) مدل 1-4839,matched,4839-1,https://shopmilltools.com/product/sm-10560/%DA%AF%DB%8C%D8%AC-%D8%AC%D9%88%D8%B4%DA%A9%D8%A7%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-1-4839/,,,,via:exact
3672,4835-1,گیج جوشکاری اینسایز (Insize) مدل 1-4835,matched,4835-1,https://shopmilltools.com/product/sm-10515/%DA%AF%DB%8C%D8%AC-%D8%AC%D9%88%D8%B4%DA%A9%D8%A7%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-1-4835/,,,,via:exact
3670,4807,ست شابلون زاویه سنج 18 عدد اینسایز (Insize) مدل 4807,matched,4807,https://shopmilltools.com/product/sm-10509/%D8%B3%D8%AA-%D8%B4%D8%A7%D8%A8%D9%84%D9%88%D9%86-%D8%B2%D8%A7%D9%88%DB%8C%D9%87-%D8%B3%D9%86%D8%AC-18-%D8%B9%D8%AF%D8%AF-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85%D8%AF%D9%84-4807/,زاویه 1/2 2.30 درجه، زاویه اولیه 5 درجه، زاویه کامل 175 درجه,,,via:exact
3669,4801-15,شابلون شعاع سنج 25-15.5 میلی متری اینسایز (Insize) مدل 15-4801,matched,4801-15,https://shopmilltools.com/product/sm-10504/%D8%B4%D8%A7%D8%A8%D9%84%D9%88%D9%86-%D8%B4%D8%B9%D8%A7%D8%B9-%D8%B3%D9%86%D8%AC-25-15-5-%D9%85%DB%8C%D9%84%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%DB%8C%D9%86%D8%B3%D8%A7%DB%8C%D8%B2-insize-%D9%85/,15.5-25mm,,0.50mm,via:exact
