product_id,brand,sku,current_base_price,proposed_base_price,price_delta,price_source_id,price_source_url,price_source_date,price_source_value,price_rule,unit,identity_match,snapshot_sha256
2174,MITUTOYO,137-202,41220000.00,47932500,6712500.00,mitutoyoiran:3413,https://www.mitutoyoiran.com/product/%d9%85%db%8c%da%a9%d8%b1%d9%88%d9%85%d8%aa%d8%b1-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%d9%84%d9%88%d9%84%d9%87-%d8%a7%db%8c-%db%b3%db%b0%db%b0-%db%b5%db%b0-%d9%85%db%8c%d9%84%db%8c/,2026-09-09T13:20:11Z,47932500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2175,MITUTOYO,137-203,48930000.00,56902500,7972500.00,mitutoyoiran:3414,https://www.mitutoyoiran.com/product/%d9%85%db%8c%da%a9%d8%b1%d9%88%d9%85%d8%aa%d8%b1-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%d9%84%d9%88%d9%84%d9%87-%d8%a7%db%8c-%db%b5%db%b0%db%b0-%db%b5%db%b0-%d9%85%db%8c%d9%84%db%8c/,2026-09-09T13:20:11Z,56902500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2176,MITUTOYO,137-204,72290000.00,84065000,11775000.00,mitutoyoiran:3415,https://www.mitutoyoiran.com/product/%d9%85%db%8c%da%a9%d8%b1%d9%88%d9%85%d8%aa%d8%b1-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%d9%84%d9%88%d9%84%d9%87-%d8%a7%db%8c-%db%b1%db%b0%db%b0%db%b0-%db%b5%db%b0-%d9%85%db%8c%d9%84/,2026-09-09T13:20:11Z,84065000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2177,MITUTOYO,137-205,92310000.00,107337500,15027500.00,mitutoyoiran:3416,https://www.mitutoyoiran.com/product/%d9%85%db%8c%da%a9%d8%b1%d9%88%d9%85%d8%aa%d8%b1-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%d9%84%d9%88%d9%84%d9%87-%d8%a7%db%8c-%db%b1%db%b5%db%b0%db%b0-%db%b5%db%b0-%d9%85%db%8c%d9%84/,2026-09-09T13:20:11Z,107337500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2178,MITUTOYO,123-101,26890000.00,31272500,4382500.00,mitutoyoiran:3417,https://www.mitutoyoiran.com/product/%d9%85%db%8c%da%a9%d8%b1%d9%88%d9%85%d8%aa%d8%b1-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%d8%a8%d8%b4%d9%82%d8%a7%d8%a8%db%8c-%db%b2%db%b5-%db%b0%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa/,2026-09-09T13:20:11Z,31272500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2179,MITUTOYO,115-215,14910000.00,17340000,2430000.00,mitutoyoiran:3418,https://www.mitutoyoiran.com/product/%d9%85%db%8c%da%a9%d8%b1%d9%88%d9%85%d8%aa%d8%b1-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-25-0%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-%d8%b3%d8%b1-%da%a9%d8%b1%d9%88%db%8c/,2026-09-09T13:20:11Z,17340000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2180,MITUTOYO,112-153,24390000.00,28362500,3972500.00,mitutoyoiran:3419,https://www.mitutoyoiran.com/product/%d9%85%db%8c%da%a9%d8%b1%d9%88%d9%85%d8%aa%d8%b1-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%db%b2%db%b5-%db%b0%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1%db%8c-%d9%be%d9%88%db%8c%d9%86/,2026-09-09T13:20:11Z,28362500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2183,MITUTOYO,500-173,78290000.00,91045000,12755000.00,mitutoyoiran:3422,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d8%af%db%8c%d8%ac%db%8c%d8%aa%d8%a7%d9%84-%db%b3%db%b0%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-%d9%88-%db%b1%db%b2-%db%b0-%d8%a7%db%8c%d9%86%da%86/,2026-09-09T13:20:11Z,91045000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2190,MITUTOYO,573-601,87490000.00,101742500,14252500.00,mitutoyoiran:3429,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d8%af%db%8c%d8%ac%db%8c%d8%aa%d8%a7%d9%84-%db%b1%db%b5%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,101742500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2197,MITUTOYO,530-312,9490000.00,11042500,1552500.00,mitutoyoiran:3436,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%db%b1%db%b5%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-%d9%88-%db%b6-%db%b0-%d8%a7%db%8c%d9%86/,2026-09-09T13:20:11Z,11042500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2198,MITUTOYO,530-118,12540000.00,14587500,2047500.00,mitutoyoiran:3437,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%db%b2%db%b0%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-%d9%88-%db%b8-%db%b0-%d8%a7%db%8c%d9%86/,2026-09-09T13:20:11Z,14587500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2199,MITUTOYO,530-119,27480000.00,31955000,4475000.00,mitutoyoiran:3438,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%db%b3%db%b0%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,31955000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2204,MITUTOYO,505-730,18960000.00,22055000,3095000.00,mitutoyoiran:3443,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d8%b3%d8%a7%d8%b9%d8%aa%db%8c-%db%b1%db%b5%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,22055000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2205,MITUTOYO,505-732,20830000.00,24227500,3397500.00,mitutoyoiran:3444,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d8%b3%d8%a7%d8%b9%d8%aa%db%8c-%db%b1%db%b5%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-2/,2026-09-09T13:20:11Z,24227500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2206,MITUTOYO,505-731,26520000.00,30842500,4322500.00,mitutoyoiran:3445,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d8%b3%d8%a7%d8%b9%d8%aa%db%8c-%db%b2%db%b0%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,30842500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2207,MITUTOYO,505-733,28530000.00,33185000,4655000.00,mitutoyoiran:3446,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d8%b3%d8%a7%d8%b9%d8%aa%db%8c-%db%b2%db%b0%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-2/,2026-09-09T13:20:11Z,33185000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2208,MITUTOYO,505-745,38690000.00,44992500,6302500.00,mitutoyoiran:3447,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d8%b3%d8%a7%d8%b9%d8%aa%db%8c-%db%b3%db%b0%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,44992500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2225,MITUTOYO,527-122,24480000.00,28467500,3987500.00,mitutoyoiran:3464,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d8%b9%d9%85%d9%82-%d8%b3%d9%86%d8%ac-%d9%88%d8%b1%d9%86%db%8c%d9%87-%db%b2%db%b0%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-2/,2026-09-09T13:20:11Z,28467500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2226,MITUTOYO,527-123,30460000.00,35422500,4962500.00,mitutoyoiran:3465,https://www.mitutoyoiran.com/product/%da%a9%d9%88%d9%84%db%8c%d8%b3-%d8%b9%d9%85%d9%82-%d8%b3%d9%86%d8%ac-%d9%88%d8%b1%d9%86%db%8c%d9%87-%db%b3%db%b0%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,35422500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2228,MITUTOYO,7211A,41950000.00,48790000,6840000.00,mitutoyoiran:3467,https://www.mitutoyoiran.com/product/%d8%b9%d9%85%d9%82-%d8%b3%d9%86%d8%ac-%d8%b3%d8%a7%d8%b9%d8%aa%db%8c-%db%b2%db%b0%db%b0-%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,48790000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2230,MITUTOYO,1044A,12830000.00,14925000,2095000.00,mitutoyoiran:3469,https://www.mitutoyoiran.com/product/%d8%b3%d8%a7%d8%b9%d8%aa-%d8%a7%d9%86%d8%af%db%8c%da%a9%d8%a7%d8%aa%d9%88%d8%b1-%da%a9%d9%88%d8%b1%d8%b3-%db%b5-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,14925000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU_AND_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2231,MITUTOYO,1109A-10,,44282500,,mitutoyoiran:3470,https://www.mitutoyoiran.com/product/%d8%b3%d8%a7%d8%b9%d8%aa-%d8%a7%d9%86%d8%af%db%8c%da%a9%d8%a7%d8%aa%d9%88%d8%b1-%da%a9%d9%88%d8%b1%d8%b3-%db%b1-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-2/,2026-09-09T13:20:11Z,44282500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2235,MITUTOYO,3058A-19,33890000.00,39412500,5522500.00,mitutoyoiran:3474,https://www.mitutoyoiran.com/product/%d8%b3%d8%a7%d8%b9%d8%aa-%d8%a7%d9%86%d8%af%db%8c%da%a9%d8%a7%d8%aa%d9%88%d8%b1-%da%a9%d9%88%d8%b1%d8%b3-%db%b5%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,39412500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU_AND_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2237,MITUTOYO,3062A-19,86400000.00,100467500,14067500.00,mitutoyoiran:3476,https://www.mitutoyoiran.com/product/%d8%b3%d8%a7%d8%b9%d8%aa-%d8%a7%d9%86%d8%af%db%8c%da%a9%d8%a7%d8%aa%d9%88%d8%b1-%da%a9%d9%88%d8%b1%d8%b3-%db%b1%db%b0%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,100467500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU_AND_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2238,MITUTOYO,1960A,29420000.00,34215000,4795000.00,mitutoyoiran:3477,https://www.mitutoyoiran.com/product/%d8%b3%d8%a7%d8%b9%d8%aa-%d8%a7%d9%86%d8%af%db%8c%da%a9%d8%a7%d8%aa%d9%88%d8%b1-%da%a9%d9%88%d8%b1%d8%b3-%db%b1-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-4/,2026-09-09T13:20:11Z,34215000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU_AND_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2239,MITUTOYO,1160A,25810000.00,30020000,4210000.00,mitutoyoiran:3478,https://www.mitutoyoiran.com/product/%d8%b3%d8%a7%d8%b9%d8%aa-%d8%a7%d9%86%d8%af%db%8c%da%a9%d8%a7%d8%aa%d9%88%d8%b1-%da%a9%d9%88%d8%b1%d8%b3-%db%b5-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-2/,2026-09-09T13:20:11Z,30020000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU_AND_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2240,MITUTOYO,543-790B,64430000.00,74927500,10497500.00,mitutoyoiran:3479,https://www.mitutoyoiran.com/product/%d8%b3%d8%a7%d8%b9%d8%aa-%d8%a7%d9%86%d8%af%db%8c%da%a9%d8%a7%d8%aa%d9%88%d8%b1-%da%a9%d9%88%d8%b1%d8%b3-%db%b1%db%b2%d9%ab%db%b7-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,74927500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2241,MITUTOYO,543-781,30840000.00,35862500,5022500.00,mitutoyoiran:3480,https://www.mitutoyoiran.com/product/%d8%b3%d8%a7%d8%b9%d8%aa-%d8%a7%d9%86%d8%af%db%8c%da%a9%d8%a7%d8%aa%d9%88%d8%b1-%da%a9%d9%88%d8%b1%d8%b3-%db%b1%db%b2%d9%ab%db%b7-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-2/,2026-09-09T13:20:11Z,35862500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2242,MITUTOYO,543-791,,81535000,,mitutoyoiran:3481,https://www.mitutoyoiran.com/product/%d8%b3%d8%a7%d8%b9%d8%aa-%d8%a7%d9%86%d8%af%db%8c%da%a9%d8%a7%d8%aa%d9%88%d8%b1-%da%a9%d9%88%d8%b1%d8%b3-%db%b1%db%b2%d9%ab%db%b7-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1%db%b0%d9%ab%db%b5-%d8%a7/,2026-09-09T13:20:11Z,81535000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2244,MITUTOYO,543-725B,99940000.00,116210000,16270000.00,mitutoyoiran:3483,https://www.mitutoyoiran.com/product/%d8%b3%d8%a7%d8%b9%d8%aa-%d8%a7%d9%86%d8%af%db%8c%da%a9%d8%a7%d8%aa%d9%88%d8%b1-%da%a9%d9%88%d8%b1%d8%b3-%db%b2%db%b5%d9%ab%db%b4-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,116210000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2253,MITUTOYO,368-913,,541612500,,mitutoyoiran:3492,https://www.mitutoyoiran.com/product/%d8%b3%d9%87-%d9%81%da%a9-%d8%af%d8%a7%d8%ae%d9%84-%d8%af%db%8c%d8%ac%db%8c%d8%aa%d8%a7%d9%84-%db%b2%db%b0-%db%b1%db%b2-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-2/,2026-09-09T13:20:11Z,541612500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2255,MITUTOYO,368-167,86350000.00,100407500,14057500.00,mitutoyoiran:3495,https://www.mitutoyoiran.com/product/%d8%b3%d9%87-%d9%81%da%a9-%d8%af%d8%a7%d8%ae%d9%84-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%db%b3%db%b0-%db%b2%db%b5-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,100407500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2256,MITUTOYO,368-172,,152645000,,mitutoyoiran:3496,https://www.mitutoyoiran.com/product/%d8%b3%d9%87-%d9%81%da%a9-%d8%af%d8%a7%d8%ae%d9%84-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%db%b8%db%b8-%db%b7%db%b5-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,152645000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2257,MITUTOYO,368-173,136750000.00,159022500,22272500.00,mitutoyoiran:3497,https://www.mitutoyoiran.com/product/%d8%b3%d9%87-%d9%81%da%a9-%d8%af%d8%a7%d8%ae%d9%84-%d9%88%d8%b1%d9%86%db%8c%d9%87-%d8%b3%d8%a7%d8%af%d9%87-%db%b1%db%b0%db%b0-%db%b8%db%b7-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,159022500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2260,MITUTOYO,516-967,156530000.00,182022500,25492500.00,mitutoyoiran:3500,https://www.mitutoyoiran.com/product/%da%af%db%8c%d8%ac-%d8%a8%d9%84%d8%a7%da%a9-%da%af%db%8c%d8%ac-%d8%a8%d9%84%d9%88%da%a9-%db%b6%db%b0-%db%b1-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1/,2026-09-09T13:20:11Z,182022500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2266,MITUTOYO,7010S-10,17250000.00,20065000,2815000.00,mitutoyoiran:3506,https://www.mitutoyoiran.com/product/%d9%be%d8%a7%db%8c%d9%87-%d8%b3%d8%a7%d8%b9%d8%aa-%d9%85%da%af%d9%86%d8%aa%db%8c-%d9%85%d8%af%d9%84-%d9%85%db%8c%d9%84%d9%87-%d8%a7%db%8c-2/,2026-09-09T13:20:11Z,20065000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2267,MITUTOYO,7011S-10,18480000.00,21500000,3020000.00,mitutoyoiran:3507,https://www.mitutoyoiran.com/product/%d9%be%d8%a7%db%8c%d9%87-%d8%b3%d8%a7%d8%b9%d8%aa-%d9%85%da%af%d9%86%d8%aa%db%8c-%d9%85%d8%af%d9%84-%d9%85%db%8c%d9%84%d9%87-%d8%a7%db%8c-3/,2026-09-09T13:20:11Z,21500000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2269,MITUTOYO,7014,18220000.00,21192500,2972500.00,mitutoyoiran:3509,https://www.mitutoyoiran.com/product/%d9%be%d8%a7%db%8c%d9%87-%d8%b3%d8%a7%d8%b9%d8%aa-%d9%85%da%af%d9%86%d8%aa%db%8c-%da%a9%d9%88%da%86%da%a9/,2026-09-09T13:20:11Z,21192500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU_AND_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2270,MITUTOYO,7033,,128787500,,mitutoyoiran:3510,https://www.mitutoyoiran.com/product/%d9%be%d8%a7%db%8c%d9%87-%d8%b3%d8%a7%d8%b9%d8%aa-%d9%85%da%af%d9%86%d8%aa%db%8c-%d9%85%d8%af%d9%84-%d9%85%d9%81%d8%b5%d9%84%db%8c/,2026-09-09T13:20:11Z,128787500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU_AND_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2276,MITUTOYO,513-414E,24270000.00,28222500,3952500.00,mitutoyoiran:3516,https://www.mitutoyoiran.com/product/%d8%b3%d8%a7%d8%b9%d8%aa-%d8%b4%db%8c%d8%b7%d8%a7%d9%86%da%a9%db%8c-%d8%b4%db%8c%d8%b7%d9%88%d9%86%da%a9%db%8c-%d8%b1%d9%86%d8%ac-%d8%a7%d9%86%d8%af%d8%a7%d8%b2%d9%87-%da%af%db%8c%d8%b1%db%8c-%db%b0-2/,2026-09-09T13:20:11Z,28222500,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_SKU,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
2283,MITUTOYO,511-204,40120000.00,46660000,6540000.00,mitutoyoiran:3570,https://www.mitutoyoiran.com/product/%d8%a8%d9%88%d8%b1%da%af%db%8c%d8%ac-%d8%af%d8%a7%d8%ae%d9%84-%d8%b3%d9%86%d8%ac-%db%b1%db%b8%d9%ab%db%b5-%db%b1%db%b0-%d9%85%db%8c%d9%84%db%8c%d9%85%d8%aa%d8%b1-2/,2026-09-09T13:20:11Z,46660000,KARZAR_PRICE=CURRENT_MITUTOYOIRAN_CUSTOMER_PRICE,IRT_toman_major_unit0,EXACT_MODEL,079a2a6d73870d59d4a30b1d60e3096c218e0dde81679e46e658edb65a2e071a
